quarter,UK real GDP,UK nominal GDP,UK CPI,UK unemployment rate,UK corporate profits,UK household income,UK residential property price index,UK commercial real estate price index - aggregate,UK commercial real estate price index - prime,UK commercial real estate price index - secondary,UK equity prices,Bank Rate,Sterling IG corporate bond spread,Sterling HY corporate bond spread,Secured lending to UK individuals,Unsecured lending to UK individuals,Lending to UK PNFCs,PPP-weighted World real GDP,Oil price,Volatility index,GBP-EUR exchange rate index,GBP-USD exchange rate index,G20 emerging economy dollar exchange rate index,Real GDP,Consumer price inflation,Unemployment rate,ECB policy rate,Residential property price index,Commercial real estate price index,Real GDP.1,Consumer price inflation.1,Unemployment rate.1,Residential property price index.1,Commercial real estate price index.1,Real GDP.2,Consumer price inflation.2,Unemployment rate.2,Residential property price index.2,Commercial real estate price index.2,US real GDP,US unemployment rate,US equity prices,US policy rate,US residential property price index,US commercial real estate price index,US dollar IG corporate bond spread,US dollar HY corporate bond spread,Brazil real GDP,China real GDP,China average nominal wage growth,China residential property price index,Hong Kong real GDP,Hong Kong unemployment rate,Hong Kong residential property price index,Hong Kong commercial real estate price index,Singapore real GDP,South Africa real GDP,period_kind,UK nominal GDP index
Q3 2013,416941.0,430607.0,126.4,7.6,196897.0,300319.0,90.2,,,,99.3,0.5,172.0,549.0,0.9,4.4,-1.8,95.9,110.3,14.4,93.3,103.8,114.0,98.9,1.3,12.0,0.5,100.5,98.6,98.8,1.6,7.5,97.6,98.1,99.1,0.9,19.1,102.2,99.9,97.0,7.2,83.2,0.3,93.2,89.6,155.0,474.0,103.2,91.8,10.76,101.1,97.0,3.4,89.5,96.9,96.1,97.5,history,95.18463330307192
Q4 2013,419637.0,435160.0,127.1,7.2,200368.0,300695.0,92.5,,,,101.0,0.5,147.0,456.0,1.1,4.9,-0.5,96.6,109.4,14.2,93.5,105.9,112.9,99.1,0.8,11.9,0.4,100.1,98.2,99.1,1.1,7.5,98.0,97.9,99.2,0.2,18.9,101.0,99.0,98.0,7.0,88.0,0.3,95.6,91.8,143.0,433.0,103.3,93.2,10.06,103.2,97.9,3.3,89.4,96.6,97.9,98.7,history,96.19106291389777
Q1 2014,422825.0,439451.0,127.2,6.8,203745.0,300433.0,94.9,,,,102.7,0.5,134.0,358.0,1.4,5.3,-2.2,97.4,108.3,14.8,93.9,106.6,111.4,99.4,0.6,11.8,0.3,100.3,98.7,99.4,0.9,7.5,98.4,98.4,99.4,0.1,18.7,100.3,99.3,97.0,6.6,91.2,0.3,97.3,91.5,124.0,394.0,103.9,94.9,10.3,104.4,98.4,3.1,89.0,97.3,98.3,98.4,history,97.1395780599671
Q2 2014,426527.0,445234.0,128.1,6.3,206277.0,309375.0,97.4,,,,103.4,0.5,129.0,328.0,1.6,5.7,0.1,98.2,109.7,12.7,97.6,109.8,111.6,99.5,0.6,11.6,0.2,100.6,99.1,99.4,0.8,7.4,99.1,99.0,99.6,0.1,18.3,99.6,99.5,98.0,6.2,94.5,0.3,97.5,94.6,112.0,365.0,102.5,96.7,10.16,104.1,98.2,3.1,90.3,98.1,98.2,98.5,history,98.41789618854297
Q3 2014,430104.0,451021.0,128.2,6.0,208685.0,312707.0,99.3,,,,103.1,0.5,131.0,374.0,1.8,6.1,-1.1,99.1,102.1,13.0,100.2,103.8,106.9,99.7,0.4,11.5,0.1,100.8,99.6,99.6,0.7,7.4,99.2,99.5,99.8,-0.2,18.1,99.5,99.8,99.0,6.1,98.3,0.3,98.0,96.8,112.0,388.0,102.7,98.5,10.15,101.0,99.6,3.3,95.3,99.2,98.8,99.0,history,99.69709850742046
Q4 2014,432814.0,452391.3,128.3,5.7,208952.0,313560.0,100.0,100.0,100.0,100.0,100.0,0.5,141.0,441.0,1.8,6.6,-3.0,100.0,76.1,16.0,100.0,100.0,100.0,100.0,0.2,11.4,0.1,100.0,100.0,100.0,0.4,7.3,100.0,100.0,100.0,-0.3,18.0,100.0,100.0,100.0,5.7,100.0,0.3,100.0,100.0,133.0,468.0,100.0,100.0,9.9,100.0,100.0,3.3,100.0,100.0,100.0,100.0,year_zero,100.0
Q1 2015,435718.0,454863.9,127.4,5.6,208579.0,312659.0,100.9,101.2,100.9,101.3,103.6,0.4,147.0,462.0,1.5,6.2,-0.6,101.0,48.4,18.3,103.2,96.2,99.2,100.3,-0.5,11.3,0.0,100.6,100.4,100.3,-0.3,7.3,100.7,100.3,100.4,-0.9,17.8,100.6,100.6,100.8,5.7,102.6,0.3,101.2,101.2,144.0,507.0,100.4,101.7,9.78,100.5,100.8,3.3,101.7,101.7,100.8,100.6,projection,100.54656223495016
Q2 2015,438771.0,461397.6,128.2,5.5,212177.0,320338.0,101.8,102.4,101.8,102.6,109.6,0.4,148.0,470.0,1.1,6.3,1.0,102.0,51.8,18.4,103.0,96.2,97.5,100.7,-0.5,11.2,0.0,101.3,100.8,100.7,-0.3,7.3,101.3,100.7,100.7,-0.9,17.6,101.1,101.1,101.7,5.6,107.4,0.3,102.5,102.5,145.0,510.0,100.9,103.5,9.65,101.5,101.6,3.3,103.3,103.3,101.6,101.2,projection,101.99082077838366
Q3 2015,442045.0,467069.5,128.3,5.5,214551.0,324347.0,102.7,103.6,102.7,104.0,112.2,0.5,148.0,478.0,1.0,6.7,2.2,103.0,55.0,18.5,102.8,96.1,96.0,101.1,-0.4,11.1,0.0,101.9,101.2,101.0,-0.3,7.3,102.0,101.0,101.1,-0.8,17.3,101.7,101.7,102.5,5.6,110.0,0.3,103.7,103.7,145.0,513.0,101.4,105.2,9.53,102.8,102.5,3.3,105.0,105.0,102.3,101.9,projection,103.24458052133187
Q4 2015,445279.0,471830.5,129.1,5.4,216302.0,327920.0,104.0,104.9,103.6,105.3,113.4,0.5,148.0,487.0,1.2,7.1,3.4,104.0,57.4,18.5,102.6,96.1,94.6,101.5,-0.1,11.0,0.0,102.6,101.6,101.4,0.1,7.3,102.6,101.3,101.6,-0.4,17.1,102.3,102.3,103.2,5.5,111.6,0.5,105.0,105.0,146.0,516.0,101.9,107.0,9.4,104.4,103.4,3.3,106.7,106.7,103.1,102.6,projection,104.29698802784226
Q1 2016,448513.0,475597.6,129.1,5.4,216933.0,331416.0,105.3,106.1,104.5,106.6,113.9,0.6,149.0,495.0,1.7,6.9,4.1,105.0,59.3,18.6,102.3,96.1,93.6,101.9,0.9,10.9,0.0,103.3,102.1,101.9,1.0,7.2,103.4,101.7,102.0,0.7,16.8,103.0,103.0,104.0,5.5,112.8,0.7,106.3,106.3,146.0,519.0,102.5,108.8,9.15,106.0,104.3,3.3,108.5,108.5,103.8,103.4,projection,105.12969634915615
Q2 2016,451624.0,478662.8,130.1,5.3,215187.0,334679.0,106.6,107.3,105.4,108.0,114.2,0.6,149.0,503.0,2.5,6.9,4.7,106.1,61.1,18.7,102.1,96.1,92.7,102.4,1.0,10.8,0.0,104.1,102.6,102.3,1.0,7.2,104.2,102.1,102.4,0.8,16.5,103.8,103.8,104.8,5.4,113.8,0.9,107.6,107.6,147.0,522.0,103.1,110.6,8.9,107.9,105.2,3.3,110.3,110.3,104.6,104.1,projection,105.80725137729219
Q3 2016,454735.0,482436.8,130.4,5.3,215583.0,338225.0,107.9,108.6,106.3,109.3,114.5,0.7,150.0,511.0,3.2,6.5,5.1,107.1,62.7,18.7,101.8,96.2,91.8,102.8,1.0,10.6,0.0,104.9,103.0,102.8,1.1,7.1,105.0,102.5,102.9,0.8,16.3,104.5,104.5,105.5,5.4,114.7,1.0,108.9,108.9,147.0,525.0,103.7,112.4,8.65,110.0,106.1,3.4,112.1,112.1,105.3,104.8,projection,106.64148492687634
Q4 2016,457804.0,486606.9,131.4,5.2,216381.0,341978.0,109.3,109.8,107.2,110.7,114.8,0.8,150.0,519.0,3.9,6.4,5.7,108.2,64.1,18.8,101.5,96.3,91.0,103.3,1.1,10.5,0.0,105.7,103.5,103.2,1.1,7.1,105.8,102.9,103.3,0.9,16.0,105.3,105.3,106.3,5.3,115.5,1.2,110.2,110.2,148.0,528.0,104.4,114.2,8.4,112.1,107.1,3.4,113.8,113.8,106.1,105.5,projection,107.56327542107907
Q1 2017,460834.0,491154.5,131.6,5.2,217520.0,345635.0,110.6,111.0,108.1,112.0,115.3,0.9,150.0,527.0,4.5,6.3,6.2,109.3,65.3,18.9,101.2,96.4,90.2,103.7,1.2,10.4,0.0,106.5,104.0,103.7,1.3,7.1,106.6,103.3,103.8,1.0,15.8,106.1,106.1,107.1,5.3,116.4,1.3,111.6,111.6,148.0,531.0,105.1,116.1,8.15,114.2,108.1,3.4,115.9,115.9,106.9,106.2,projection,108.5685113749977
Q2 2017,463761.0,496139.8,132.8,5.1,219010.0,349201.0,112.0,112.2,108.9,113.3,116.0,1.0,151.0,535.0,4.9,6.3,6.6,110.4,66.6,18.9,100.9,96.5,89.6,104.1,1.3,10.3,0.0,107.3,104.6,104.1,1.4,7.0,107.4,103.7,104.2,1.1,15.5,106.9,106.9,107.9,5.2,117.3,1.4,113.0,113.0,149.0,534.0,105.8,117.9,7.9,116.4,109.1,3.4,117.9,117.9,107.6,106.9,projection,109.67049985267178
Q3 2017,466732.0,501216.8,133.2,5.1,220638.0,352997.0,113.4,113.5,109.8,114.7,116.8,1.0,151.0,544.0,5.2,6.3,7.2,111.5,67.4,19.0,100.6,96.6,88.9,104.6,1.4,10.1,0.0,108.1,105.1,104.5,1.5,7.0,108.3,104.1,104.6,1.2,15.2,107.7,107.7,108.6,5.2,118.3,1.5,114.4,114.4,149.0,537.0,106.5,119.8,7.65,118.6,110.1,3.4,119.9,119.9,108.4,107.6,projection,110.79275839301066
Q4 2017,469670.0,506284.8,134.2,5.1,221731.0,356923.0,114.8,114.7,110.7,116.1,117.9,1.1,151.0,552.0,5.3,6.3,7.6,112.6,68.3,19.1,100.3,96.7,88.2,105.0,1.4,10.0,0.0,109.0,105.6,105.0,1.5,6.9,109.1,104.5,105.0,1.3,15.0,108.5,108.5,109.4,5.1,119.4,1.6,115.8,115.8,150.0,540.0,107.3,121.7,7.4,120.9,111.1,3.4,121.9,121.9,109.3,108.3,projection,111.91302750517085
Q1 2018,472575.0,511480.0,134.4,5.0,223429.0,360980.0,116.3,115.9,111.5,117.4,119.1,1.1,152.0,560.0,5.5,6.3,7.9,113.7,69.1,19.1,100.0,96.8,87.5,105.4,1.4,9.9,0.1,109.8,106.1,105.4,1.5,6.9,110.0,104.9,105.5,1.3,14.7,109.3,109.3,110.1,5.0,120.5,1.7,117.2,117.2,150.0,543.0,108.1,123.6,7.4,123.1,112.1,3.4,124.1,124.1,110.1,109.0,projection,113.06141386892277
Q2 2018,475582.0,517060.5,135.6,5.0,225456.0,365264.0,117.7,117.1,112.4,118.8,120.5,1.2,152.0,568.0,5.7,6.3,8.2,114.9,69.9,19.2,99.7,97.0,87.0,105.9,1.5,9.7,0.1,110.7,106.6,105.8,1.5,6.9,110.9,105.3,105.9,1.4,14.4,110.1,110.1,110.8,4.9,121.7,1.7,118.6,118.6,151.0,546.0,108.9,125.5,7.4,125.5,113.1,3.4,126.2,126.2,110.9,109.8,projection,114.2949698634788
Q3 2018,478689.0,522559.7,136.0,5.0,227429.0,369540.0,119.2,118.4,113.2,120.1,122.1,1.2,152.0,576.0,5.8,6.3,8.5,116.0,70.5,19.3,99.4,97.1,86.3,106.3,1.5,9.6,0.2,111.5,107.2,106.3,1.5,6.8,111.7,105.7,106.3,1.4,14.1,111.0,111.0,111.6,4.8,122.9,1.8,120.1,120.1,151.0,549.0,109.7,127.5,7.4,127.9,114.2,3.5,128.4,128.4,111.8,110.5,projection,115.5105546901543
Q4 2018,481866.0,528062.8,137.0,5.0,228680.0,373710.0,120.7,119.6,114.0,121.5,123.8,1.2,153.0,584.0,6.0,6.3,8.8,117.2,71.1,19.3,99.1,97.3,85.7,106.7,1.5,9.5,0.2,112.4,107.7,106.7,1.5,6.8,112.6,106.1,106.8,1.4,13.9,111.8,111.8,112.3,4.8,124.2,1.8,121.5,121.5,152.0,552.0,110.5,129.5,7.4,130.3,115.2,3.5,130.5,130.5,112.6,111.3,projection,116.72700160237387
Q1 2019,485096.0,533802.5,137.2,5.0,230846.0,377999.0,122.2,120.8,114.8,122.8,125.6,1.3,153.0,592.0,6.1,6.3,9.0,118.4,71.6,19.4,98.9,97.4,85.2,107.2,1.5,9.4,0.3,113.3,108.2,107.1,1.5,6.8,113.5,106.5,107.2,1.4,13.6,112.7,112.7,113.0,4.9,125.5,1.9,122.9,122.9,152.0,555.0,111.4,131.5,7.28,132.8,116.3,3.5,132.8,132.8,113.5,112.0,projection,117.99574837093462
Q2 2019,488365.0,539692.5,138.4,5.0,233117.0,382240.0,123.7,122.0,115.7,124.2,127.6,1.3,154.0,601.0,6.3,6.3,9.2,119.5,72.2,19.5,98.6,97.6,84.6,107.6,1.5,9.3,0.3,114.2,108.8,107.5,1.6,6.8,114.4,107.0,107.7,1.5,13.3,113.6,113.6,113.7,4.9,126.8,1.9,124.3,124.3,153.0,558.0,112.2,133.5,7.15,135.7,117.4,3.5,135.1,135.1,114.4,112.8,projection,119.29771859007899
Q3 2019,491672.0,545596.5,138.8,5.0,235361.0,386493.0,125.3,123.2,116.5,125.6,129.7,1.3,154.0,609.0,6.4,6.3,9.4,120.7,72.6,19.5,98.3,97.8,84.0,108.0,1.5,9.2,0.3,115.1,109.3,108.0,1.6,6.8,115.3,107.4,108.1,1.5,13.1,114.5,114.5,114.4,4.9,129.2,2.0,125.7,125.7,153.0,561.0,113.0,135.5,7.03,138.6,118.5,3.5,137.5,137.5,115.2,113.5,projection,120.60278347527904
Q4 2019,495018.0,551482.4,139.8,5.0,237539.0,390757.0,126.8,124.5,117.3,126.9,131.9,1.3,154.0,617.0,6.6,6.3,9.6,121.9,73.0,19.6,98.0,97.9,83.4,108.4,1.5,9.0,0.4,116.0,109.9,108.4,1.6,6.8,116.2,107.8,108.5,1.5,12.8,115.4,115.4,115.1,4.9,131.5,2.0,127.2,127.2,154.0,564.0,113.8,137.5,6.9,141.6,119.5,3.5,139.8,139.8,116.0,114.2,projection,121.90384739936424
